epoch,out_0,out_1,step,train_loss
24,0.43705645203590393,0.5926636457443237,49,0.16592290997505188
49,0.4360540807247162,0.5957924723625183,99,0.16338372230529785
74,0.4346008598804474,0.5985872745513916,149,0.16113217175006866
99,0.4327843487262726,0.6011582016944885,199,0.1590747833251953
124,0.43067291378974915,0.6035915017127991,249,0.15713970363140106
149,0.4283140003681183,0.6059519052505493,299,0.155273899435997
174,0.42573946714401245,0.6082870960235596,349,0.153439000248909
199,0.4229697585105896,0.6106332540512085,399,0.1516064554452896
224,0.4200170040130615,0.6130187511444092,449,0.14975447952747345
249,0.41688594222068787,0.6154651641845703,499,0.14786703884601593
274,0.41357722878456116,0.6179906725883484,549,0.14593112468719482
299,0.41008657217025757,0.6206100583076477,599,0.14393672347068787
324,0.406406968832016,0.6233363747596741,649,0.1418754905462265
349,0.40252846479415894,0.626181423664093,699,0.13974033296108246
374,0.39843887090682983,0.6291564702987671,749,0.13752491772174835
399,0.39412376284599304,0.632272481918335,799,0.13522352278232574
424,0.3895666301250458,0.6355409026145935,849,0.1328304409980774
449,0.38474923372268677,0.6389725804328918,899,0.1303407996892929
474,0.3796510696411133,0.6425797343254089,949,0.1277492493391037
499,0.37424999475479126,0.6463748812675476,999,0.12505072355270386
524,0.36852169036865234,0.6503714323043823,1049,0.12224013358354568
549,0.3624400496482849,0.6545835733413696,1099,0.11931250989437103
574,0.355976939201355,0.6590262055397034,1149,0.11626312881708145
599,0.34910252690315247,0.6637148261070251,1199,0.1130877211689949
624,0.3417852818965912,0.6686661243438721,1249,0.1097821369767189
649,0.333992600440979,0.6738967299461365,1299,0.1063433438539505
674,0.3256915211677551,0.6794241070747375,1349,0.1027689054608345
699,0.31684908270835876,0.6852654218673706,1399,0.09905785322189331
724,0.30743420124053955,0.6914373636245728,1449,0.09521090239286423
749,0.29741939902305603,0.6979549527168274,1499,0.09123121201992035
774,0.2867823541164398,0.7048312425613403,1549,0.08712459355592728
799,0.27550992369651794,0.7120758891105652,1599,0.08290029317140579
824,0.26360076665878296,0.7196932435035706,1649,0.0785718783736229
849,0.25106945633888245,0.7276816368103027,1699,0.07415729016065598
874,0.23795107007026672,0.7360299825668335,1749,0.06968016922473907
899,0.22430476546287537,0.7447177171707153,1799,0.06516904383897781
924,0.21021665632724762,0.753711462020874,1849,0.0606580451130867
949,0.19580161571502686,0.762964129447937,1899,0.0561860054731369
974,0.1812017410993576,0.7724162936210632,1949,0.05179434269666672
999,0.1665821075439453,0.7819949984550476,1999,0.04752618074417114
1024,0.15212276577949524,0.791617751121521,2049,0.043423160910606384
1049,0.13800889253616333,0.8011956810951233,2099,0.039523158222436905
1074,0.12441862374544144,0.8106384873390198,2149,0.035857781767845154
1099,0.11151109635829926,0.8198597431182861,2199,0.032450512051582336
1124,0.09941763430833817,0.8287819623947144,2249,0.029315616935491562
1149,0.08823415637016296,0.8373401165008545,2299,0.026458237320184708
1174,0.0780196487903595,0.84548419713974,2349,0.02387513406574726
1199,0.06879586726427078,0.8531795144081116,2399,0.021556254476308823
1224,0.06055242195725441,0.8604074716567993,2449,0.019486073404550552
1249,0.053251802921295166,0.8671620488166809,2499,0.01764592155814171
1274,0.0468362532556057,0.8734487295150757,2549,0.016015224158763885
1299,0.04123440384864807,0.8792818188667297,2599,0.014572879299521446
1324,0.03636791184544563,0.8846821188926697,2649,0.013298213481903076
1349,0.03215443715453148,0.8896743655204773,2699,0.012171745300292969
1374,0.028515316545963287,0.8942863345146179,2749,0.011175379157066345
1399,0.02537473477423191,0.8985466957092285,2799,0.010292773135006428
1424,0.022663798183202744,0.9024839401245117,2849,0.009509381838142872
1449,0.02032092586159706,0.9061259031295776,2899,0.008812346495687962
1474,0.018291670829057693,0.9094988703727722,2949,0.008190454915165901
1499,0.016529059037566185,0.9126278162002563,2999,0.0076338984072208405
1524,0.01499243639409542,0.9155352115631104,3049,0.007134300656616688
1549,0.013648558408021927,0.9182422757148743,3099,0.006684325635433197
1574,0.012467795982956886,0.9207677245140076,3149,0.006277753505855799
1599,0.01142669003456831,0.9231286644935608,3199,0.00590920215472579
1624,0.010504974983632565,0.9253402352333069,3249,0.005574080627411604
1649,0.009685629978775978,0.9274166226387024,3299,0.005268346518278122
1674,0.008954019285738468,0.9293696880340576,3349,0.004988641012459993
1699,0.00829889066517353,0.9312106966972351,3399,0.00473196804523468
1724,0.00770996231585741,0.9329493641853333,3449,0.004495787899941206
1749,0.007178721949458122,0.9345943331718445,3499,0.004277901258319616
1774,0.006697673816233873,0.9361535906791687,3549,0.004076363984495401
1799,0.006261060480028391,0.9376341104507446,3599,0.0038895041216164827
1824,0.005863466765731573,0.9390422701835632,3649,0.003715844824910164
1849,0.00550055829808116,0.940383791923523,3699,0.0035540922544896603
1874,0.005168498959392309,0.941663384437561,3749,0.003403160721063614
1899,0.00486333854496479,0.9428861141204834,3799,0.00326199596747756
1924,0.004582019057124853,0.9440557360649109,3849,0.0031297607347369194
1949,0.00432355934754014,0.9451763033866882,3899,0.003005637787282467
1974,0.004084242042154074,0.9462512135505676,3949,0.0028889321256428957
1999,0.00386291672475636,0.9472832679748535,3999,0.002779053756967187
